age,fnlwgt,education,educational-num,marital-status,occupation,relationship,capital-gain,capital-loss,hours-per-week,native-country,income,Amer-Indian-Eskimo,Asian-Pac-Islander,Black,Other,White,Female,Male,?,Federal-gov,Local-gov,Never-worked,Private,Self-emp-inc,Self-emp-not-inc,State-gov,Without-pay
53,335655,HS-grad,9,Divorced,Sales,Not-in-family,0,0,30,United-States,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
50,20795,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,0,0,60,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
20,33551,HS-grad,9,Never-married,Transport-moving,Own-child,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
23,39551,Assoc-acdm,12,Never-married,Sales,Own-child,0,0,12,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
45,738812,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,46,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
51,24185,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
61,202384,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,0,0,30,United-States,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
23,434467,HS-grad,9,Never-married,Sales,Not-in-family,0,0,48,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
41,119266,HS-grad,9,Married-civ-spouse,Other-service,Husband,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
24,307133,Some-college,10,Married-civ-spouse,Transport-moving,Husband,0,0,40,?,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
66,107627,HS-grad,9,Married-civ-spouse,Sales,Husband,0,0,60,United-States,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
36,331395,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
37,342084,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,0,60,United-States,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
40,224361,9th,5,Divorced,?,Unmarried,0,0,5,Cuba,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
58,191830,HS-grad,9,Married-civ-spouse,?,Husband,0,0,55,United-States,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
77,34761,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
69,164754,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,0,0,20,United-States,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
22,31102,Some-college,10,Never-married,?,Own-child,0,0,4,South,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
33,229636,HS-grad,9,Never-married,Craft-repair,Not-in-family,0,0,40,Mexico,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
23,57711,Bachelors,13,Never-married,Adm-clerical,Own-child,0,0,40,Germany,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
24,205844,Bachelors,13,Never-married,Exec-managerial,Own-child,0,0,65,United-States,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
22,177107,Assoc-voc,11,Never-married,Prof-specialty,Unmarried,0,0,35,United-States,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
65,109221,7th-8th,4,Widowed,Priv-house-serv,Not-in-family,0,3175,60,Puerto-Rico,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
61,81132,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,7298,0,40,Philippines,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
26,293690,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,0,0,58,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
43,241895,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,50,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
49,249585,11th,7,Married-civ-spouse,Exec-managerial,Husband,0,0,65,United-States,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
50,165001,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,99999,0,80,United-States,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
31,258406,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,50,Mexico,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
30,161690,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,0,0,40,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
34,87535,Doctorate,16,Never-married,Exec-managerial,Not-in-family,0,0,40,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
23,238831,Some-college,10,Never-married,Adm-clerical,Own-child,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
61,266646,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,2290,0,40,United-States,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
38,27408,HS-grad,9,Never-married,Farming-fishing,Not-in-family,0,0,60,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
37,103925,Bachelors,13,Married-civ-spouse,Sales,Wife,0,0,50,United-States,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
49,158685,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,0,2377,40,United-States,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
41,50122,Assoc-voc,11,Divorced,Sales,Own-child,0,0,50,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
29,144808,Some-college,10,Married-civ-spouse,Exec-managerial,Own-child,0,0,40,United-States,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
31,144949,Bachelors,13,Divorced,Craft-repair,Not-in-family,0,0,60,United-States,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
40,163985,HS-grad,9,Married-civ-spouse,Sales,Husband,0,0,24,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
26,379246,Some-college,10,Never-married,Other-service,Not-in-family,0,0,40,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
28,263614,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
42,153132,Bachelors,13,Divorced,Sales,Unmarried,0,0,45,?,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
21,161051,Some-college,10,Never-married,Tech-support,Own-child,0,0,4,United-States,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
47,177533,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
20,254547,HS-grad,9,Never-married,Adm-clerical,Not-in-family,0,0,35,Outlying-US(Guam-USVI-etc),0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
64,117349,HS-grad,9,Married-civ-spouse,?,Husband,0,0,24,United-States,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
42,377018,11th,7,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
19,169758,Some-college,10,Never-married,?,Own-child,0,0,40,United-States,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
31,264351,12th,8,Separated,Adm-clerical,Own-child,0,0,40,Mexico,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
34,379412,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,50,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
55,225365,HS-grad,9,Widowed,Other-service,Unmarried,0,0,30,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
31,168854,Some-college,10,Never-married,Sales,Not-in-family,0,1504,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
35,171968,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
26,137367,Some-college,10,Never-married,Handlers-cleaners,Other-relative,0,0,44,Philippines,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
18,234428,11th,7,Never-married,Other-service,Own-child,0,0,20,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
48,242406,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,Dominican-Republic,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
35,136343,HS-grad,9,Never-married,Sales,Not-in-family,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
33,232356,11th,7,Married-civ-spouse,Craft-repair,Husband,0,0,45,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
37,52630,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
20,258490,Some-college,10,Never-married,Sales,Not-in-family,0,0,35,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
33,220939,HS-grad,9,Married-civ-spouse,Sales,Husband,7298,0,45,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
32,196342,Doctorate,16,Never-married,Prof-specialty,Not-in-family,0,0,40,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
39,245665,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,0,0,60,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
26,176967,11th,7,Never-married,?,Not-in-family,0,0,65,United-States,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
21,300445,HS-grad,9,Never-married,Other-service,Own-child,0,0,40,United-States,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
23,53245,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,40,United-States,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
46,265097,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,0,0,5,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
21,241951,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,0,0,45,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
18,266287,12th,8,Never-married,Sales,Own-child,0,0,35,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
84,132806,HS-grad,9,Widowed,Other-service,Not-in-family,0,0,13,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
72,289930,Bachelors,13,Separated,?,Not-in-family,991,0,7,United-States,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
61,225970,HS-grad,9,Married-civ-spouse,Tech-support,Husband,0,0,40,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
37,186808,HS-grad,9,Never-married,Sales,Unmarried,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
30,104052,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,0,1741,42,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
23,35633,7th-8th,4,Never-married,Machine-op-inspct,Not-in-family,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
25,176162,Assoc-voc,11,Never-married,Protective-serv,Own-child,0,0,30,United-States,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
18,155021,11th,7,Never-married,Other-service,Own-child,0,0,6,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
44,96129,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
18,387871,10th,6,Never-married,?,Own-child,0,0,30,United-States,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
29,91189,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,0,0,48,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
38,238397,Bachelors,13,Divorced,Priv-house-serv,Unmarried,0,0,24,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
31,260782,Some-college,10,Married-civ-spouse,Transport-moving,Husband,0,1579,45,El-Salvador,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
55,189985,Some-college,10,Divorced,Adm-clerical,Unmarried,0,0,40,United-States,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
43,214541,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
50,112873,Bachelors,13,Married-civ-spouse,Sales,Husband,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
31,19491,HS-grad,9,Divorced,Sales,Not-in-family,2202,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
26,213412,11th,7,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
25,191803,Assoc-acdm,12,Never-married,Sales,Not-in-family,0,0,50,United-States,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
60,119471,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,0,0,40,Japan,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
29,168138,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,0,0,40,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
42,199900,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,52,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
72,314567,Some-college,10,Widowed,?,Not-in-family,0,0,8,United-States,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
45,116360,HS-grad,9,Divorced,Other-service,Not-in-family,0,0,35,United-States,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
31,83671,Some-college,10,Never-married,Adm-clerical,Not-in-family,0,0,40,United-States,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
27,386036,Some-college,10,Never-married,Transport-moving,Not-in-family,0,0,48,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
43,170230,HS-grad,9,Separated,Adm-clerical,Unmarried,0,0,40,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
43,111483,Some-college,10,Married-civ-spouse,Sales,Husband,7298,0,40,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
52,51048,Bachelors,13,Married-civ-spouse,Sales,Husband,0,0,55,United-States,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
29,24153,Some-college,10,Married-civ-spouse,Other-service,Wife,0,0,40,United-States,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
42,213019,Masters,14,Never-married,Prof-specialty,Not-in-family,0,0,40,United-States,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
35,387777,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,0,0,52,United-States,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
32,56026,Bachelors,13,Married-civ-spouse,Sales,Other-relative,0,0,45,United-States,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
41,56236,HS-grad,9,Divorced,Protective-serv,Unmarried,1506,0,40,United-States,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
21,342575,Some-college,10,Never-married,Sales,Own-child,0,0,30,United-States,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
53,163815,11th,7,Married-civ-spouse,Other-service,Husband,0,2179,41,United-States,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
61,162397,Bachelors,13,Married-civ-spouse,Sales,Husband,0,0,40,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
40,271665,Some-college,10,Married-civ-spouse,Tech-support,Husband,0,0,50,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
23,207415,Bachelors,13,Never-married,Exec-managerial,Own-child,0,0,15,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
28,315287,Some-college,10,Never-married,Prof-specialty,Not-in-family,0,0,40,United-States,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
23,275818,Some-college,10,Never-married,Sales,Not-in-family,0,1974,40,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
52,205767,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
49,197418,HS-grad,9,Widowed,Adm-clerical,Unmarried,0,0,20,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
20,113511,11th,7,Never-married,Transport-moving,Own-child,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
61,224638,HS-grad,9,Widowed,Adm-clerical,Not-in-family,0,0,40,United-States,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
19,105460,9th,5,Never-married,Craft-repair,Own-child,0,0,20,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
35,135020,Some-college,10,Married-civ-spouse,Sales,Husband,0,0,75,United-States,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
27,221977,1st-4th,2,Married-spouse-absent,Priv-house-serv,Not-in-family,0,0,40,Mexico,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
37,506830,Bachelors,13,Never-married,Adm-clerical,Not-in-family,0,0,40,United-States,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
38,43712,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,0,0,55,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
51,74784,Some-college,10,Widowed,Adm-clerical,Not-in-family,0,0,40,United-States,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
68,166083,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
18,310175,12th,8,Never-married,Other-service,Own-child,0,0,12,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
45,272729,HS-grad,9,Divorced,Other-service,Not-in-family,0,0,40,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
44,276096,Some-college,10,Never-married,?,Other-relative,0,0,45,United-States,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
34,258666,Assoc-voc,11,Never-married,Tech-support,Not-in-family,0,1974,40,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
17,170916,10th,6,Never-married,Protective-serv,Own-child,0,1602,40,United-States,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
20,117476,Some-college,10,Never-married,Handlers-cleaners,Own-child,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
19,272063,HS-grad,9,Never-married,Handlers-cleaners,Own-child,0,0,35,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
21,186849,HS-grad,9,Never-married,Handlers-cleaners,Own-child,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
46,212120,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
44,120837,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,66,United-States,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
47,318360,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,0,0,55,United-States,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
48,307440,Bachelors,13,Married-civ-spouse,Tech-support,Husband,0,0,45,Philippines,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
35,105813,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,48,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
26,53209,HS-grad,9,Never-married,Other-service,Own-child,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
33,101345,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,0,0,42,Canada,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
26,73988,Some-college,10,Never-married,Prof-specialty,Not-in-family,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
45,83064,Bachelors,13,Married-civ-spouse,Sales,Husband,0,0,50,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
36,357619,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,0,0,60,Germany,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
69,137109,10th,6,Divorced,Other-service,Not-in-family,0,0,16,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
18,65098,HS-grad,9,Never-married,Other-service,Own-child,0,0,15,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
27,329426,Masters,14,Never-married,Exec-managerial,Not-in-family,0,0,37,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
50,193081,Preschool,1,Never-married,Other-service,Not-in-family,0,0,40,Haiti,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
41,239061,Masters,14,Widowed,Prof-specialty,Not-in-family,0,0,20,United-States,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
21,97214,HS-grad,9,Never-married,Adm-clerical,Own-child,0,0,35,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
47,146786,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
45,244813,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,0,0,38,United-States,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
35,214816,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,0,0,36,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
44,180599,HS-grad,9,Never-married,Craft-repair,Own-child,0,0,40,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
37,144322,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,0,0,43,United-States,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
52,196894,11th,7,Separated,Handlers-cleaners,Unmarried,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
34,137616,9th,5,Never-married,Sales,Unmarried,0,0,35,United-States,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
44,106682,HS-grad,9,Married-civ-spouse,Sales,Husband,0,0,60,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
39,174330,HS-grad,9,Separated,Craft-repair,Unmarried,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
56,219426,10th,6,Never-married,Handlers-cleaners,Not-in-family,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
29,191722,Some-college,10,Married-civ-spouse,Protective-serv,Husband,7688,0,54,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
22,369084,Some-college,10,Never-married,Craft-repair,Own-child,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
32,127451,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,0,0,38,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
28,210313,10th,6,Never-married,Handlers-cleaners,Other-relative,0,0,40,Mexico,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
57,183657,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,0,0,35,United-States,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
66,193132,9th,5,Separated,Other-service,Not-in-family,0,0,30,United-States,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
61,143837,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
70,232871,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,0,30,United-States,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
62,97950,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,0,0,6,United-States,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
49,174426,Some-college,10,Married-civ-spouse,Sales,Husband,0,1977,50,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
38,107513,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
41,162140,HS-grad,9,Divorced,Craft-repair,Not-in-family,0,2339,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
27,263552,HS-grad,9,Never-married,Adm-clerical,Not-in-family,0,0,50,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
46,200734,Some-college,10,Divorced,Adm-clerical,Unmarried,0,0,35,Trinadad&Tobago,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
53,291096,1st-4th,2,Divorced,Machine-op-inspct,Not-in-family,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
25,182750,Bachelors,13,Never-married,Sales,Not-in-family,0,0,45,United-States,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
24,236907,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,0,0,55,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
41,172307,9th,5,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
20,210338,Some-college,10,Never-married,Other-service,Own-child,0,0,15,United-States,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
54,109413,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,0,0,50,United-States,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
57,133201,7th-8th,4,Divorced,Craft-repair,Unmarried,0,1408,40,France,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
61,503675,Some-college,10,Married-civ-spouse,Sales,Husband,0,0,60,United-States,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
37,198492,HS-grad,9,Never-married,Handlers-cleaners,Own-child,0,0,40,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
42,31251,Assoc-voc,11,Married-civ-spouse,Sales,Husband,0,0,37,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
46,215895,Masters,14,Never-married,Exec-managerial,Not-in-family,4787,0,60,United-States,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
38,156550,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,60,United-States,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
